Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Performance_Category,Study_Efficiency,Engagement_Score,Sleep_Study_Ratio,Support_Score,Academic_Readiness
28,82,0,1,1,5.0,95,1,1,0,2,0,0,1,3,0,0,0,0,Medium,3.2758620689655173,22.96,0.1724137931034483,1.0,0.53
29,100,2,2,1,8.0,89,1,1,2,1,1,1,1,3,0,0,1,1,High,2.966666666666667,29.0,0.26666666666666666,1.5,0.581
20,76,0,1,1,5.0,95,1,1,4,0,2,0,2,3,0,0,0,0,Medium,4.523809523809524,15.2,0.23809523809523808,0.5,0.68
15,85,1,1,0,8.0,58,2,1,1,0,1,1,0,3,0,1,0,0,Low,3.625,12.75,0.5,0.75,0.5695
23,75,1,1,1,8.0,87,0,1,0,2,0,0,2,1,0,0,0,1,Low,3.625,17.25,0.3333333333333333,1.25,0.34800000000000003
16,76,1,0,0,7.0,88,2,1,0,0,1,0,2,2,0,2,0,0,Low,5.176470588235294,12.16,0.4117647058823529,0.5,0.652
32,88,0,1,0,8.0,58,0,1,3,0,2,1,0,3,0,0,1,0,Medium,1.7575757575757576,28.16,0.24242424242424243,0.5,0.3445
21,98,2,1,1,10.0,95,1,1,0,1,1,0,1,1,0,0,0,0,High,4.318181818181818,20.58,0.45454545454545453,1.25,0.53
18,82,2,0,1,8.0,50,1,1,1,2,1,0,2,3,0,0,1,0,Low,2.6315789473684212,14.76,0.42105263157894735,1.25,0.38749999999999996
21,91,1,2,0,5.0,72,1,1,3,0,1,0,0,3,1,0,0,1,Medium,3.272727272727273,19.11,0.22727272727272727,1.0,0.5505
12,64,1,1,0,9.0,51,0,0,2,0,1,0,1,4,0,1,0,0,Low,3.923076923076923,7.68,0.6923076923076923,0.5,0.279
14,68,1,2,0,7.0,76,1,1,2,2,1,0,2,3,0,0,0,0,Low,5.066666666666666,9.52,0.4666666666666667,1.5,0.529
27,80,1,2,0,10.0,71,2,1,4,0,0,0,1,2,0,1,0,0,High,2.5357142857142856,21.6,0.35714285714285715,1.0,0.734
16,61,1,0,1,6.0,81,1,1,0,1,1,0,0,2,0,1,0,0,Low,4.764705882352941,9.76,0.35294117647058826,0.75,0.4740000000000001
14,70,1,1,1,9.0,88,0,1,0,2,1,1,2,4,0,1,1,1,Low,5.866666666666666,9.8,0.6,1.25,0.35200000000000004
23,81,1,1,0,7.0,88,0,1,1,0,1,0,2,4,0,2,0,0,Medium,3.6666666666666665,18.63,0.2916666666666667,0.75,0.3895
27,61,2,2,1,10.0,86,1,1,3,1,2,1,2,3,0,0,0,1,High,3.0714285714285716,16.47,0.35714285714285715,1.5,0.6065
24,71,1,2,1,7.0,55,0,1,2,2,1,0,2,3,0,1,2,0,Medium,2.2,17.04,0.28,1.5,0.29500000000000004
26,81,1,1,0,10.0,71,0,1,0,1,1,1,2,5,1,0,0,1,Medium,2.6296296296296298,21.06,0.37037037037037035,1.0,0.284
15,83,1,0,1,8.0,91,1,1,0,0,1,1,1,3,0,1,2,0,Low,5.6875,12.45,0.5,0.5,0.514
11,97,1,1,1,8.0,83,0,1,4,1,2,1,0,2,0,0,2,0,Medium,6.916666666666667,10.67,0.6666666666666666,1.0,0.482
29,86,1,2,0,10.0,84,0,1,1,0,2,1,2,4,0,0,0,1,High,2.8,24.94,0.3333333333333333,1.0,0.3735
18,77,1,2,1,6.0,61,1,1,1,0,1,1,1,3,0,0,0,1,Low,3.210526315789474,13.86,0.3157894736842105,1.0,0.4315
18,97,1,2,0,8.0,66,0,1,2,1,1,0,1,2,0,1,1,0,High,3.473684210526316,17.46,0.42105263157894735,1.25,0.339
28,91,2,1,0,7.0,98,0,1,2,0,1,1,2,5,0,2,0,0,High,3.3793103448275863,25.48,0.2413793103448276,1.0,0.467
23,68,0,0,1,7.0,92,1,0,3,0,2,1,1,4,0,0,0,0,Low,3.8333333333333335,15.64,0.2916666666666667,0.0,0.6305000000000001
23,65,1,2,1,7.0,58,0,1,1,0,1,0,1,3,1,1,1,1,Low,2.4166666666666665,14.95,0.2916666666666667,1.0,0.26949999999999996
33,87,1,2,0,8.0,77,0,1,0,0,1,1,2,3,1,0,0,0,High,2.264705882352941,28.71,0.23529411764705882,1.0,0.30800000000000005
16,82,1,0,1,8.0,75,1,1,2,1,1,0,2,2,0,1,0,1,Low,4.411764705882353,13.12,0.47058823529411764,0.75,0.525
26,92,1,0,1,6.0,72,1,1,1,0,1,1,1,3,0,0,1,1,Medium,2.6666666666666665,23.92,0.2222222222222222,0.5,0.4754999999999999
20,90,2,1,0,7.0,74,0,0,0,2,0,1,2,3,0,2,1,1,Medium,3.5238095238095237,18.0,0.3333333333333333,1.25,0.296
22,85,1,2,0,4.0,82,1,1,1,1,2,0,2,2,0,2,0,0,High,3.5652173913043477,18.7,0.17391304347826086,1.25,0.5155
29,99,2,1,1,8.0,98,2,0,5,0,0,0,1,2,0,2,0,0,High,3.2666666666666666,28.71,0.26666666666666666,0.75,0.8795
23,81,2,0,1,10.0,94,2,1,1,1,2,0,1,2,0,1,0,1,High,3.9166666666666665,18.63,0.4166666666666667,1.0,0.7134999999999999
23,65,1,1,0,7.0,94,1,1,1,2,1,0,0,3,0,1,0,1,Low,3.9166666666666665,14.95,0.2916666666666667,1.25,0.5635
26,93,2,1,0,5.0,85,0,1,1,2,2,0,2,3,0,1,1,1,High,3.1481481481481484,24.18,0.18518518518518517,1.5,0.3775
18,70,1,1,1,8.0,51,1,1,1,0,1,1,0,3,0,1,1,0,Low,2.6842105263157894,12.6,0.42105263157894735,0.75,0.39149999999999996
15,91,1,1,0,6.0,72,0,1,0,1,1,0,1,2,0,0,1,1,Low,4.5,13.65,0.375,1.0,0.288
14,98,2,2,1,7.0,76,1,1,0,0,1,0,1,2,0,2,0,0,High,5.066666666666666,13.72,0.4666666666666667,1.25,0.45400000000000007
8,88,1,1,1,8.0,92,2,1,1,0,1,0,0,4,0,1,0,0,Low,10.222222222222221,7.04,0.8888888888888888,0.75,0.7055
32,84,0,1,1,8.0,96,1,1,1,0,1,0,2,3,0,0,0,1,High,2.909090909090909,26.88,0.24242424242424243,0.5,0.5715
13,78,1,1,1,9.0,73,1,1,0,1,2,1,0,4,0,0,0,0,Low,5.214285714285714,10.14,0.6428571428571429,1.0,0.44199999999999995
19,1000,1,1,0,7.0,65,0,1,0,0,0,1,1,4,0,0,0,1,Low,3.25,190.0,0.35,0.75,0.26
18,74,0,1,1,7.0,67,0,1,0,0,1,0,2,3,0,0,0,0,Low,3.526315789473684,13.32,0.3684210526315789,0.5,0.268
22,85,2,1,0,8.0,79,2,1,5,1,2,0,1,2,0,0,0,1,High,3.4347826086956523,18.7,0.34782608695652173,1.25,0.8035000000000001
25,90,1,1,1,7.0,64,1,1,2,1,2,0,2,2,0,0,1,0,High,2.4615384615384617,22.5,0.2692307692307692,1.0,0.48100000000000004
25,87,2,2,1,6.0,96,0,0,3,1,1,0,2,2,0,0,1,1,High,3.6923076923076925,21.75,0.23076923076923078,1.25,0.4965
17,68,1,2,1,8.0,71,1,1,1,1,2,1,1,2,0,0,0,0,Low,3.9444444444444446,11.56,0.4444444444444444,1.25,0.4714999999999999
19,80,1,1,1,5.0,100,1,1,0,1,1,0,1,3,0,0,0,1,Medium,5.0,15.2,0.25,1.0,0.55
22,92,0,2,1,7.0,55,0,1,1,0,1,0,2,4,0,0,1,1,Medium,2.391304347826087,20.24,0.30434782608695654,0.75,0.2575
19,79,1,2,1,5.0,59,1,1,2,0,1,1,1,2,0,2,2,0,Low,2.95,15.01,0.25,1.0,0.461
30,81,1,2,0,6.0,76,1,1,0,2,1,0,2,3,0,2,0,0,High,2.4516129032258065,24.3,0.1935483870967742,1.5,0.45400000000000007
23,91,2,1,0,6.0,93,1,1,3,0,0,0,1,3,0,0,1,1,High,3.875,20.93,0.25,1.0,0.6345000000000001
24,86,1,2,0,6.0,68,0,1,3,0,2,0,2,3,1,1,1,1,High,2.72,20.64,0.24,1.0,0.3845
24,76,1,1,0,9.0,92,1,1,1,1,0,0,1,3,0,2,0,1,Medium,3.68,18.24,0.36,1.0,0.5555
27,96,1,2,0,9.0,71,0,1,0,0,1,1,2,4,0,1,0,1,High,2.5357142857142856,25.92,0.32142857142857145,1.0,0.284
21,67,0,1,1,9.0,93,2,1,1,0,2,0,1,3,0,1,0,0,Low,4.2272727272727275,14.07,0.4090909090909091,0.5,0.7095
12,100,1,1,0,7.0,64,1,1,1,1,2,0,2,6,0,0,0,0,Medium,4.923076923076923,12.0,0.5384615384615384,1.0,0.4435
22,65,0,1,1,6.0,74,2,1,2,1,1,0,2,1,0,1,0,0,Low,3.217391304347826,14.3,0.2608695652173913,0.75,0.6709999999999999
16,61,2,2,0,8.0,64,1,1,1,0,2,0,2,3,0,0,2,0,Low,3.764705882352941,9.76,0.47058823529411764,1.25,0.4435
17,96,2,2,0,7.0,61,0,1,1,0,2,0,2,1,0,1,1,1,Medium,3.388888888888889,16.32,0.3888888888888889,1.25,0.2815
24,70,1,1,1,7.0,71,1,1,1,1,0,0,0,4,0,0,0,0,Low,2.84,16.8,0.28,1.0,0.4714999999999999
27,89,1,0,0,4.0,67,1,1,2,0,0,1,1,4,0,1,0,1,Medium,2.392857142857143,24.03,0.14285714285714285,0.5,0.49300000000000005
20,92,0,1,1,8.0,89,1,1,1,0,1,0,1,3,0,0,1,1,Medium,4.238095238095238,18.4,0.38095238095238093,0.5,0.5435
22,94,2,1,1,8.0,87,1,1,2,0,1,1,1,5,0,1,0,1,High,3.782608695652174,20.68,0.34782608695652173,1.0,0.573
30,100,2,1,1,7.0,68,0,1,2,1,1,1,1,2,0,2,0,1,High,2.193548387096774,30.0,0.22580645161290322,1.25,0.34700000000000003
21,72,2,2,1,8.0,100,1,1,3,0,2,1,2,3,0,1,2,0,High,4.545454545454546,15.12,0.36363636363636365,1.25,0.6625000000000001
36,88,1,2,0,8.0,99,2,1,0,0,1,1,0,3,0,1,0,1,High,2.675675675675676,31.68,0.21621621621621623,1.0,0.696
23,65,1,1,1,6.0,96,1,1,0,0,0,0,2,3,0,0,0,0,Low,4.0,14.95,0.25,0.75,0.534
9,76,1,1,0,7.0,79,1,1,1,1,1,0,0,3,0,1,0,0,Low,7.9,6.84,0.7,1.0,0.5035000000000001
25,94,2,2,0,5.0,71,0,1,4,1,2,0,0,4,0,1,0,1,High,2.730769230769231,23.5,0.19230769230769232,1.5,0.43399999999999994
22,75,2,2,1,9.0,66,0,1,0,0,1,1,1,2,0,2,0,0,Medium,2.869565217391304,16.5,0.391304347826087,1.25,0.264
28,84,1,1,1,8.0,51,1,0,3,1,1,0,2,4,0,2,0,1,High,1.7586206896551724,23.52,0.27586206896551724,0.75,0.46649999999999997
24,80,2,0,1,6.0,82,1,1,1,0,2,0,1,3,0,1,1,1,Medium,3.28,19.2,0.24,0.75,0.5155
19,86,1,1,0,8.0,78,1,1,2,1,1,0,0,4,0,1,0,1,Medium,3.9,16.34,0.4,1.0,0.537
13,99,1,1,0,7.0,81,1,1,0,1,1,0,2,4,0,2,0,0,High,5.785714285714286,12.87,0.5,1.0,0.4740000000000001
19,62,2,1,1,6.0,79,0,1,7,1,1,0,1,2,0,0,0,1,Low,3.95,11.78,0.3,1.25,0.5785
15,83,1,1,1,7.0,57,0,1,0,1,1,1,2,3,0,2,0,0,Low,3.5625,12.45,0.4375,1.0,0.22799999999999998
17,95,1,0,1,8.0,85,0,0,1,0,2,1,0,2,0,1,1,1,Low,4.722222222222222,16.15,0.4444444444444444,0.25,0.3775
24,79,0,0,1,8.0,68,2,1,2,0,1,1,0,2,0,0,0,0,Low,2.72,18.96,0.32,0.25,0.647
30,63,1,1,0,10.0,76,1,1,1,1,1,0,1,4,0,2,1,1,Medium,2.4516129032258065,18.9,0.3225806451612903,1.0,0.49150000000000005
22,82,2,1,0,7.0,68,2,1,2,0,1,1,1,4,0,2,0,0,High,2.9565217391304346,18.04,0.30434782608695654,1.0,0.647
13,73,1,1,1,7.0,51,1,1,1,0,1,0,2,4,0,2,0,0,Low,3.642857142857143,9.49,0.5,0.75,0.39149999999999996
23,66,0,0,0,8.0,94,0,1,1,1,2,1,1,3,0,2,1,0,Low,3.9166666666666665,15.18,0.3333333333333333,0.5,0.4135
27,94,1,1,1,7.0,57,1,1,1,1,1,1,1,1,0,0,0,0,High,2.0357142857142856,25.38,0.25,1.0,0.4155
16,81,1,2,1,6.0,79,1,1,2,0,2,0,2,3,0,1,1,1,Medium,4.647058823529412,12.96,0.35294117647058826,1.0,0.541
19,97,1,0,0,6.0,94,1,1,2,2,1,0,1,4,0,2,0,0,High,4.7,18.43,0.3,1.0,0.601
20,92,1,2,1,4.0,61,1,1,2,2,1,0,1,4,0,1,0,0,High,2.9047619047619047,18.4,0.19047619047619047,1.5,0.46900000000000003
15,88,0,0,1,8.0,71,1,0,1,0,0,1,2,2,0,2,1,0,Low,4.4375,13.2,0.5,0.0,0.4714999999999999
24,60,2,0,1,5.0,69,1,1,1,1,2,0,1,5,0,0,1,0,Low,2.76,14.4,0.2,1.0,0.4634999999999999
19,77,2,1,1,6.0,54,0,1,3,2,1,1,0,2,0,1,1,0,Low,2.7,14.63,0.3,1.5,0.3285
23,68,1,2,1,7.0,71,2,1,3,1,1,0,2,3,0,0,1,1,Medium,2.9583333333333335,15.64,0.2916666666666667,1.25,0.6964999999999999
15,96,2,1,0,7.0,74,1,1,2,0,0,1,2,2,0,0,2,0,Medium,4.625,14.4,0.4375,1.0,0.5209999999999999
17,67,2,1,1,10.0,51,1,1,3,0,1,0,2,5,0,0,0,0,Low,2.8333333333333335,11.39,0.5555555555555556,1.0,0.46649999999999997
24,71,1,1,1,5.0,74,1,1,1,1,1,1,2,3,0,0,0,0,Medium,2.96,17.04,0.2,1.0,0.48349999999999993
18,81,1,0,1,10.0,55,0,1,3,0,1,0,0,2,0,0,0,0,Low,2.8947368421052633,14.58,0.5263157894736842,0.5,0.3325
30,71,2,1,1,9.0,95,2,0,1,1,1,0,1,4,0,1,0,0,High,3.064516129032258,21.3,0.2903225806451613,1.0,0.7174999999999999
18,68,1,2,1,8.0,83,0,1,1,0,1,0,2,2,0,1,0,0,Low,4.368421052631579,12.24,0.42105263157894735,1.0,0.3695
21,84,1,0,0,9.0,53,0,1,2,1,2,0,0,3,0,0,1,1,Low,2.409090909090909,17.64,0.4090909090909091,0.75,0.28700000000000003
26,64,2,1,0,8.0,91,2,1,1,1,1,0,2,4,0,0,0,0,Medium,3.3703703703703702,16.64,0.2962962962962963,1.25,0.7015
11,62,1,2,1,4.0,68,1,1,2,2,1,0,0,3,0,0,1,0,Low,5.666666666666667,6.82,0.3333333333333333,1.5,0.49700000000000005
9,75,2,0,0,8.0,61,2,1,3,1,1,0,1,3,0,0,0,0,Low,6.1,6.75,0.8,1.0,0.6565000000000001
11,89,1,1,1,5.0,63,1,1,0,1,1,0,1,2,0,1,0,1,Low,5.25,9.79,0.4166666666666667,1.0,0.402
28,82,1,1,1,6.0,80,1,1,1,0,1,1,1,5,0,0,2,1,Medium,2.7586206896551726,22.96,0.20689655172413793,0.75,0.5075000000000001
17,77,1,1,0,7.0,54,0,1,1,0,2,0,2,2,0,1,0,0,Low,3.0,13.09,0.3888888888888889,0.75,0.2535
35,83,1,0,0,6.0,53,1,1,1,0,1,1,1,2,0,0,0,1,Medium,1.4722222222222223,29.05,0.16666666666666666,0.5,0.39949999999999997
17,75,2,1,1,8.0,81,0,1,3,2,1,0,1,3,1,2,0,0,Medium,4.5,12.75,0.4444444444444444,1.5,0.43650000000000005
21,97,1,2,1,7.0,99,2,1,1,1,2,0,1,1,0,2,1,0,High,4.5,20.37,0.3181818181818182,1.25,0.7334999999999999
29,62,2,1,1,8.0,74,1,1,1,0,1,1,0,3,1,1,0,0,Low,2.466666666666667,17.98,0.26666666666666666,1.0,0.48349999999999993
32,87,1,2,1,7.0,71,1,1,0,2,0,0,1,4,1,1,0,0,High,2.1515151515151514,27.84,0.21212121212121213,1.5,0.43399999999999994
32,96,1,0,1,7.0,97,0,1,1,0,1,0,1,5,0,1,1,0,High,2.9393939393939394,30.72,0.21212121212121213,0.5,0.4255
27,92,2,1,0,6.0,62,2,1,0,1,2,0,2,4,0,1,0,0,High,2.2142857142857144,24.84,0.21428571428571427,1.25,0.548
26,67,0,1,1,5.0,62,2,1,0,1,1,0,0,2,0,0,1,0,Low,2.2962962962962963,17.42,0.18518518518518517,0.75,0.548
24,72,2,1,1,7.0,95,1,1,3,0,1,0,0,2,0,2,0,0,Medium,3.8,17.28,0.28,1.0,0.6425000000000001
25,89,0,1,1,6.0,82,2,1,2,0,1,0,1,6,0,2,0,0,High,3.1538461538461537,22.25,0.23076923076923078,0.5,0.703
17,63,2,1,0,9.0,53,2,1,1,0,2,0,1,4,0,1,1,0,Low,2.9444444444444446,10.71,0.5,1.0,0.5495
15,92,1,2,1,5.0,84,1,1,0,2,0,0,2,5,0,0,1,1,Medium,5.25,13.8,0.3125,1.5,0.486
20,89,2,2,1,10.0,91,0,1,3,1,1,1,1,3,0,1,1,0,High,4.333333333333333,17.8,0.47619047619047616,1.5,0.47650000000000003
19,89,2,0,1,7.0,64,1,1,2,0,1,0,2,4,1,2,1,1,Medium,3.2,16.91,0.35,0.75,0.48100000000000004
17,64,0,2,0,7.0,69,1,1,1,1,1,0,0,3,0,0,0,1,Low,3.8333333333333335,10.88,0.3888888888888889,1.0,0.4634999999999999
24,89,0,2,1,6.0,60,1,1,1,0,1,1,1,2,0,0,0,0,Medium,2.4,21.36,0.24,0.75,0.4275
26,87,1,1,1,8.0,82,2,1,1,0,1,0,0,2,0,2,0,0,High,3.037037037037037,22.62,0.2962962962962963,0.75,0.6655
21,93,1,0,1,7.0,83,0,0,1,2,2,0,1,3,1,0,1,0,Medium,3.772727272727273,19.53,0.3181818181818182,0.75,0.3695
29,62,0,2,1,7.0,53,2,1,0,0,1,1,2,3,0,1,1,1,Low,1.7666666666666666,17.98,0.23333333333333334,0.75,0.512
13,61,0,1,1,8.0,84,2,0,1,1,2,0,1,3,1,2,2,0,Low,6.0,7.93,0.5714285714285714,0.5,0.6735
19,75,1,2,1,8.0,83,2,1,2,2,1,0,1,2,0,0,0,0,Medium,4.15,14.25,0.4,1.5,0.707
16,66,0,1,1,9.0,52,1,1,1,1,0,0,0,3,1,0,0,0,Low,3.0588235294117645,10.56,0.5294117647058824,0.75,0.39549999999999996
9,82,2,1,0,8.0,78,1,1,0,2,1,0,1,0,0,0,1,1,Low,7.8,7.38,0.8,1.5,0.4620000000000001
20,97,2,1,1,6.0,81,2,1,2,0,0,0,1,3,0,0,1,0,High,3.857142857142857,19.4,0.2857142857142857,1.0,0.6990000000000001
19,76,2,2,0,4.0,72,0,1,2,2,1,0,1,2,0,1,1,1,Medium,3.6,14.44,0.2,1.75,0.363
29,94,0,1,1,7.0,95,1,0,2,0,1,0,1,3,1,1,1,0,High,3.1666666666666665,27.26,0.23333333333333334,0.25,0.605
24,60,0,0,0,7.0,66,1,1,1,1,2,0,1,4,0,1,0,1,Low,2.64,14.4,0.28,0.5,0.4515
14,67,1,1,0,10.0,53,1,1,2,2,1,0,1,3,0,1,0,0,Low,3.533333333333333,9.38,0.6666666666666666,1.25,0.437
31,61,2,1,0,7.0,84,1,1,2,1,1,1,1,3,0,0,0,0,Medium,2.625,18.91,0.21875,1.25,0.5609999999999999
27,73,1,1,0,8.0,80,0,1,3,1,1,1,0,3,0,0,0,1,Medium,2.857142857142857,19.71,0.2857142857142857,1.0,0.43250000000000005
23,96,1,1,1,8.0,99,2,1,3,0,0,0,2,4,0,0,0,1,High,4.125,22.08,0.3333333333333333,0.75,0.8085
19,64,0,1,0,8.0,62,1,1,0,2,1,0,2,4,1,1,0,0,Low,3.1,12.16,0.4,1.0,0.398
14,84,1,1,1,8.0,70,1,1,1,0,2,0,1,5,0,1,0,0,Medium,4.666666666666667,11.76,0.5333333333333333,0.75,0.4674999999999999
18,78,1,0,0,6.0,73,1,1,1,2,2,0,2,2,0,0,1,1,Low,3.8421052631578947,14.04,0.3157894736842105,1.0,0.4794999999999999
27,98,0,1,1,6.0,93,0,0,5,2,2,0,2,3,0,0,1,1,High,3.3214285714285716,26.46,0.21428571428571427,0.75,0.5595000000000001
31,65,1,0,1,7.0,71,1,1,1,0,1,0,1,4,0,0,1,0,Low,2.21875,20.15,0.21875,0.5,0.4714999999999999
29,68,1,1,0,4.0,89,1,1,0,1,1,1,1,4,1,1,0,0,Medium,2.966666666666667,19.72,0.13333333333333333,1.0,0.506
17,61,1,2,1,7.0,58,0,1,2,0,1,0,2,3,1,0,0,1,Low,3.2222222222222223,10.37,0.3888888888888889,1.0,0.307
13,77,1,1,0,6.0,70,1,1,3,1,2,0,1,4,1,0,0,0,Low,5.0,10.01,0.42857142857142855,1.0,0.5425
21,71,2,0,0,7.0,58,2,1,1,1,2,0,2,3,1,1,2,1,Low,2.6363636363636362,14.91,0.3181818181818182,1.0,0.5695
9,95,1,1,1,7.0,97,1,1,1,0,0,0,1,2,0,1,0,0,Medium,9.7,8.55,0.7,0.75,0.5755
22,84,1,1,1,5.0,59,1,1,0,2,2,1,2,3,0,1,0,1,Medium,2.5652173913043477,18.48,0.21739130434782608,1.25,0.386
19,85,2,1,1,9.0,71,0,1,1,1,2,0,2,2,0,2,1,1,Medium,3.55,16.15,0.45,1.25,0.32149999999999995
17,81,2,1,0,7.0,54,1,1,4,0,1,0,2,3,0,0,0,1,Medium,3.0,13.77,0.3888888888888889,1.0,0.516
10,64,1,2,0,8.0,96,1,1,1,1,1,0,1,3,0,0,1,0,Low,8.727272727272727,6.4,0.7272727272727273,1.25,0.5715
23,78,0,2,0,7.0,81,1,1,0,0,1,1,1,1,0,0,0,0,Low,3.375,17.94,0.2916666666666667,0.75,0.4740000000000001
17,100,2,1,0,8.0,98,0,1,0,1,2,0,2,4,0,1,0,0,High,5.444444444444445,17.0,0.4444444444444444,1.25,0.392
13,93,1,1,1,5.0,52,0,1,2,1,1,0,2,3,0,1,0,1,Medium,3.7142857142857144,12.09,0.35714285714285715,1.0,0.28300000000000003
3,96,2,2,1,9.0,59,1,1,2,0,1,0,0,3,0,1,1,1,Low,14.75,2.88,2.25,1.25,0.461
20,93,0,0,1,8.0,69,1,1,2,0,1,0,1,4,0,0,1,0,Medium,3.2857142857142856,18.6,0.38095238095238093,0.25,0.5009999999999999
31,64,2,0,1,7.0,81,0,1,1,1,1,0,2,4,0,0,0,1,Medium,2.53125,19.84,0.21875,1.0,0.36150000000000004
30,69,1,1,1,7.0,66,1,1,0,1,0,0,2,4,0,2,0,1,Medium,2.129032258064516,20.7,0.22580645161290322,1.0,0.41400000000000003
17,60,2,1,1,9.0,86,1,1,0,0,2,0,2,2,0,0,0,0,Low,4.777777777777778,10.2,0.5,1.0,0.494
16,72,1,2,0,6.0,58,0,1,1,1,1,0,0,2,0,0,2,0,Low,3.411764705882353,11.52,0.35294117647058826,1.25,0.26949999999999996
23,64,2,1,1,5.0,80,0,1,3,1,2,0,0,2,1,1,1,1,Low,3.3333333333333335,14.72,0.20833333333333334,1.25,0.43250000000000005
14,79,1,1,1,6.0,70,1,1,1,0,1,0,2,6,0,1,1,0,Low,4.666666666666667,11.06,0.4,0.75,0.4674999999999999
22,87,1,2,1,7.0,75,1,1,0,1,2,0,2,2,1,1,0,1,High,3.260869565217391,19.14,0.30434782608695654,1.25,0.45000000000000007
25,95,0,1,0,7.0,78,1,1,7,0,1,0,2,4,0,0,0,0,High,3.0,23.75,0.2692307692307692,0.5,0.7245000000000001
27,90,2,1,1,9.0,53,1,1,1,1,2,0,2,2,0,2,0,1,High,1.8928571428571428,24.3,0.32142857142857145,1.25,0.39949999999999997
19,98,1,0,1,6.0,96,1,0,2,0,1,1,0,2,0,0,1,0,Medium,4.8,18.62,0.3,0.25,0.609
19,62,1,0,0,6.0,89,2,1,3,1,1,0,2,1,0,0,1,0,Low,4.45,11.78,0.3,0.75,0.7685
15,60,1,0,1,5.0,72,2,1,2,2,2,0,2,2,0,0,0,0,Low,4.5,9.0,0.3125,1.0,0.6629999999999999
15,86,2,1,1,8.0,77,1,1,0,1,1,0,2,3,0,2,0,0,Medium,4.8125,12.9,0.5,1.25,0.4580000000000001
19,72,1,2,0,5.0,52,1,1,2,1,1,0,1,3,0,2,0,0,Low,2.6,13.68,0.25,1.25,0.433
22,70,1,2,1,8.0,75,2,1,0,1,1,1,2,3,0,2,0,0,Medium,3.260869565217391,15.4,0.34782608695652173,1.25,0.6000000000000001
25,73,2,1,1,6.0,71,0,1,0,0,1,1,2,3,0,1,2,1,Medium,2.730769230769231,18.25,0.23076923076923078,1.0,0.284
15,71,2,2,1,6.0,69,0,1,2,0,2,1,0,4,0,1,0,1,Low,4.3125,10.65,0.375,1.25,0.351
29,80,0,1,1,10.0,91,2,0,1,2,1,0,2,3,0,1,1,0,High,3.033333333333333,23.2,0.3333333333333333,0.75,0.7015
18,78,0,1,1,9.0,59,2,0,0,2,2,1,2,1,0,0,1,1,Low,3.1052631578947367,14.04,0.47368421052631576,0.75,0.536
20,80,0,0,1,7.0,59,2,1,2,1,2,1,1,3,0,0,1,0,Low,2.8095238095238093,16.0,0.3333333333333333,0.5,0.611
16,87,1,1,0,5.0,76,2,1,1,0,2,1,1,2,0,2,2,1,Medium,4.470588235294118,13.92,0.29411764705882354,0.75,0.6415000000000001
5,75,1,0,1,10.0,84,1,1,0,2,1,1,1,4,0,2,1,1,Low,14.0,3.75,1.6666666666666667,1.0,0.486
25,70,1,1,1,7.0,51,2,1,3,0,1,0,2,4,0,0,1,0,Low,1.9615384615384615,17.5,0.2692307692307692,0.75,0.6165
24,67,2,2,1,7.0,77,0,1,0,2,1,0,2,2,0,1,0,1,Medium,3.08,16.08,0.28,1.75,0.30800000000000005
18,74,1,0,0,8.0,65,2,1,0,1,2,0,2,4,0,1,1,1,Low,3.4210526315789473,13.32,0.42105263157894735,0.75,0.56
20,90,2,0,0,4.0,88,1,1,3,0,1,0,0,3,0,0,1,0,Medium,4.190476190476191,18.0,0.19047619047619047,0.75,0.6145
23,90,1,1,1,6.0,73,0,0,1,2,1,1,2,2,0,0,0,1,Medium,3.0416666666666665,20.7,0.25,1.0,0.32949999999999996
11,87,1,1,1,7.0,92,1,1,1,1,1,0,2,5,0,0,1,1,Medium,7.666666666666667,9.57,0.5833333333333334,1.0,0.5555
17,69,1,1,1,7.0,70,0,1,0,0,2,0,1,3,1,1,1,0,Low,3.888888888888889,11.73,0.3888888888888889,0.75,0.27999999999999997
25,84,2,1,1,5.0,91,0,1,1,1,1,0,2,4,1,2,1,1,High,3.5,21.0,0.19230769230769232,1.25,0.4015
12,83,0,1,1,7.0,86,0,1,1,2,1,0,0,4,0,1,0,1,Low,6.615384615384615,9.96,0.5384615384615384,1.0,0.3815
22,79,1,1,1,7.0,91,0,1,0,0,1,0,2,4,1,1,1,0,Low,3.9565217391304346,17.38,0.30434782608695654,0.75,0.36400000000000005
12,82,0,1,1,10.0,91,1,1,3,0,1,0,0,3,0,2,0,0,Low,7.0,9.84,0.7692307692307693,0.5,0.6265000000000001
23,80,1,2,1,9.0,74,1,1,4,1,1,0,0,3,0,0,1,0,Medium,3.0833333333333335,18.4,0.375,1.25,0.596
20,83,1,1,1,7.0,68,2,1,1,1,1,0,2,1,0,0,0,1,Medium,3.238095238095238,16.6,0.3333333333333333,1.0,0.6095
10,89,2,2,1,7.0,88,1,1,2,2,1,1,2,2,0,2,0,1,High,8.0,8.9,0.6363636363636364,1.75,0.577
